Index,Sentences,Sentiment
4424,လေးလံသော စက်ပစ္စည်းများ ကို ရရှိနိုင် ပေမယ့် လမ်း အခြေအနေများ သည် ၄င်း ကို လိုအပ်သော နေရာများ သို့ ၄င်း ရောက်ရှိဖို့ ကို ဟန့်တားသည် ။,Negative
4425,ထို ဒေသ ရှိ ထိခိုက် သေဆုံး သည် ဟု အတည်ပြုထားသော စုစုပေါင်း ၄၈ ယောက် ကို ၎င်းက ယူဆောင်လာသည် ။,Negative
4426,သူ က အလောင်း အများဆုံး ကို သုံး မီတာ နက်ရှိုင်းသော ရွှံ့ထဲ က ပြန်လည် တွေ့ရှိခဲ့ တာ ဖြစ်ပြီး ပြန်ထုတ်ယူနိုင် ရန် ခက်ခက်ခဲခဲ တူးဖော်ပေးနိုင်သော စက်ယန္တရား လိုအပ်နေသည်ဟု ပြောခဲ့သည် ။,Negative
4427,"ဒေသတွင်း နေထိုင်သူ ဆစ်(စ်)ဝူး က “ ရုတ်တရက် ကျမ အိမ် လှုပ်နေတယ် လို့ ကျမ ခံစားရတယ် ၊ ပြီးတော့ ဒါဟာ ငလျင် တစ်ခု လို့ ကျမ ထင်ခဲ့တယ် လို့ "" အေအပ်(ဖ်)ပီ ကို ပြောခဲ့ပါတယ်။",Negative
4428,“ ကျွန်ုပ် သည် အပြင် ထွက်လိုက် သောအခါ ၊ မိုင်းများ က ဘေး အိမ်များ ကို မြေကြီးတွေ က ဖုံးလွှမ်းသွား ပြီးပြီ ကို ၊ ” နှင့် ၄င်းသည် အိမ်နီချင်း အိမ် ဆယ့်နှစ် အိမ် ကို ရိုက်ခတ်ခဲ့တယ် လို့ ကျွန်ုပ် တွေ့ခဲ့ရသည် ။,Negative
4429,နောက်ထပ် ၊ ဝမ်နိုဂီရီ ခရိုင် မှာ ၊ ဘေးအန္တရာယ်ဆိုင်ရာ ဗဟို စီမံအုပ်ချုပ်မှု ခေါင်းဆောင် သီရိ မူဘာဒီ က ၁၁ ယောက် ထက်ပိုပြီး ပျောက်ဆုံးနေတာ နဲ့ ၊ စုစုပေါင်း ရောက်နေတာ ခြောက်ယောက် မှာ ၊ နှစ်ယောက် ထက်မက တဲ့ အလောင်းတွေ ကို သူတို့ က ပြန်လည် ထုတ်ပေး ပြီး သွားပြီ ဟု သတင်းထောက်များကို ပြောကြားခဲ့ပါတယ် ။,Negative
4430,သူ ကလည်း သူတို့ မှာ လောလောဆယ် အကြီးစား ပစ္စည်းကိရီယာ ကို ရယူဖို့ မဖြစ်သေး လို့ အတည်ပြု ပြောကြားခဲ့ပါတယ် ။,Negative
4431,တော်ဝင်မင်ဂူ မှာ လည်း ကယ်ဆယ်ရေးသမား တစ်ထောင် လောက်က အလောင်းတွေ နဲ့ အသက်ရှင် ကျန်ရစ် နေ သူများကို အကြီးစား စက်ယန္တရား အကူအညီ မပါပဲ ရှာဖွေနေခဲ့ကြပါတယ် ။,Negative
4432,အစ္စလာမ်မစ် ဘာသာရေးခေါင်းဆောင် အဘူဘခါဘရှား သည် ခရန်ဂန်ယာ ကျေးရွာ တစ်ခု ကို လည်ပတ်ခဲ့သည် ၊ ထိုအချိန် က ဘေးအန္တရာယ် သည် အံ့ဖွယ်ကောင်းလှသော လက်စားချေမှု အသွင် တစ်ခု အဖြစ် ဖြစ်ပေါ်ခဲ့သည် ဟု သူ သတိပြုမိခဲ့တယ် လို့ သူ ထင်မြင်ချက်ပေးခဲ့ ပြီး ၊ “ဒါဟာ ဒီမှာ ဖြစ်ပေါ်နေတဲ့ အကျင့်ပျက် အပြူအမှု ကြောင့် ဖြစ်တာဖြစ်နိုင်တယ် ၊ ” နှင့် “ အဲဒါ သင်ယူ ဖို့ သင်ခန်းစာ တစ်ခု ဖြစ်နိုင်တယ် ” ဟု ပြောကြားပါသည် ။,Negative
4433,အဆိုပါ အသက် ၆၉ နှစ်အရွယ် သည် လွန်ခဲ့သော နှစ် က ပယ်ဖျက်ခဲ့သော သူ၏ အပြစ်ဒဏ် ကို မရရှိမီ ၊ ၂၀၀၂ ခုနှစ် ဘာလီ ဗုံးကြဲတိုက်ခိုက်မှု ကို ချိတ်ဆက် ပြီးနောက် ၂ နှစ် တာဝန်ထမ်းဆောင် ခဲ့ပါသည် ။,Negative
4434,ဂျားဗား တွင် ငါးနှစ် ကြာ ဆက်တိုက် မြေပြိုမှုများ နှင့် ရေဖုံးလွှမ်းမှုများ ဖြစ်ပေါ်ခဲ့ပြီး ၊ အသက်ပေါင်း များစွာ သေကျေပျက်စီးစေပါသည် ။,Negative
4435,အဓိက အစပျိုးပေးခဲ့သောအရာ မှာ တောပြုန်းခြင်း ၊ သစ်တော ပြောင်းလဲခြင်းများ နှင့် ပရမ်းပတာ အကွာအဝေး စီမံကိန်း ကြောင့် ဖြစ်သော ဂေဟစနစ်ဆိုင်ရာ ပျက်စီးမှု ဖြစ်ကြောင်း၊ ချားလစ်ဒ် မှ ရူတာ သတင်းဋ္ဌာန သို့ ပြောကြားခဲ့ပါသည် ။,Negative
4436,ပြည်သူလူထု ကို ဘေးအန္တရယ် မှ ကာကွယ် ရန် အစိုးရ မှ လုံလောက်သော ကြိုးစားအားထုတ်မှု များ မရှိခဲ့ပေ ။,Negative
4437,မြေပြိုမှုများ ဖြစ်ပေါ်ခဲ့ သောအခါ အားလပ်ရက် တွင် တရားဝင် ဖြစ်ပြီး ထိခိုက်မှုရှိသော ဒေသများ သို့ အကြီးစား ပစ္စည်းကိရိယာများ ဝင်ရောက်မှုမရှိခဲ့ပေ ။,Negative
4438,အကြမ်း အားဖြင့် ဒေါသထွက် နေသော ဆူဒန် ဆန္ဒပြသူ ၆၀၀ ၊ တုတ် နှင့် ဓါး နှင့်အတူ လက်နက်ပါ အချို့ သည် ၊ သူမ အတန်း ၏ အသက် ၇ နှစ်အရွယ် အား အာရပ် အရပ် တွင် အများဆုံး အသုံးများသော နာမည် တစ်ခု ၊ ကစားစရာ ဝက်ဝံ ရုပ် မိုဟာမက် နာမည် ပေး ရန် ခွင့်ပြုပေးခြင်း အတွက် မနေ့က ထောင်ချခံ ရသော ဗြိတိသျှ ဆရာမ ဂေလီယန် ဂဖ်ဘွန်(စ်) ၊ ကို သေဆုံး ဖို့ တောင်းဆို ရန် သောကြာနေ့ ဆုတောင်းပွဲ အပြီးတွင် ကာတန် ရဲ့ အာဇာနည် နေ့ ရင်ပြင် မှာ တွေ့ဆုံခဲ့ကြသည်။,Negative
4439,သူမ သေဆုံး ရန် အတွက် တိုက်ရိုက် မြန်မြန် တောင်းဆိုမှုကို သူတို့ က တားဆီးခဲ့ သော်လည်း ၊ ထင်ရှားသော ဆူဒန် ဘာသာရေးခေါင်းဆောင် တစ်စု က အခြေအနေ ကို မ လှုံ့ဆော် စေရန် အစိုးရ၏ ညွှန်ကြားချက် များ ကို လျစ်လျူရှုခဲ့ သည် ။,Negative
4440,သောကြာနေ့ အပြီးတွင် ဝတ်ပြုဆုတောင်းသူ များ သည် စိတ်အား ထက်သန် မှု များပြား နေသည်။,Negative
4441,"အစ္စလာမ် ဘာသာရေးခေါင်းဆောင် ဟူစိန် မူဘာရက်(ခ်) က မူဆလင် ဆုတောင်း နေ့ အတွက် သစ္စာ ရှိ စွာ စုဝေး ကြ သော ထောင်ပေါင်းများစွာ သော သူ များ ထံ တရားရုံး ၏ “ စီရင်ချက် က အမေရိက နှင့် အနောက်ပိုင်း ရှိ ၊ လူ့အခွင့်အရေး အဖွဲ့အစည်းများ မှ အပြစ်တင် ချင်း ကို ကြောက်ရွံ့သူ များ အတွက် သက်ညှာ သည် ၊ ” ဟု ပြောကြားခဲ့ပြီး “ ၄င်းတို့ မှာ ဒီမိုကရေစီ နှင့် လူ့အခွင့်အရေး တို့ ကို ကာကွယ် ရန် ကြိုးစား ကာ တမန်တော် ကို စော်ကား သူ များ ဟု သူ က စွပ်စွဲ ရှုပ်ချခဲ့ သည် ။ """,Negative
4442,မစ္စ ဂယ်ဘွန်(စ်) ကို အစ္စလာမ့် ပြည်နယ် မှ ခရစ်ယာန် ပြည်နယ် ထဲသို့ ဆူဒန် ကို ပြောင်းလဲ ရန် စည်းရုံးလှုံ့ဆော်မှု ၏ အဖွဲ့ဝင် ဟု သူ အခိုင်အမာဆိုခဲ့သည် ။,Negative
4443,ထောင် ကျ နေသော ဒီ အမျိုးသမီး က ဆူဒန် ရှိ ဆန္ဒ ပြင်းထန်သော မူဆလင် များ ကို မ ကျေနပ် ပေ ။,Negative
4444,ဆူဒန် မူဆလင် အဖွဲ့ များ မှ သတင်းပတ် အစောပိုင်းတွင် ဖြန့်ဝေခဲ့ သော လက်ကမ်း စာစောင် များ တွင် ဂယ်ဘွန်(စ်) ကို မိစ္ဆာဒိဋ္ဌိ အဖြစ် ရှုတ်ချထား ” ပြီး “ ကလေးသူငယ်များ ၏ စိတ်ပိုင်းဆိုင်ရာ ကို ညစ်ညမ်းစေ သူ ” ဟု သူမ အား စွပ်စွဲထားခဲ့ သည် ။,Negative
4445,သူတို့ သည် သောကြာနေ့ က ဆန္ဒပြပွဲ တွင် “ စိတ်ဆိုး သည့် အများပြည်သူ ထုတ်ပြန်ချက် ” တစ်ခု ကို ကတိပြုခဲ့သည် ။,Negative
4446,ဆန္ဒပြ ကန့်ကွက် သူ ၆၀၀ ခန့် ရဲ့ စိတ်ဆိုး နေသော လူစုလူဝေး က - တစ်ချို့ အစီရင်ခံစာများ က ထောင်ပေါင်းများစွာ ဟု ပြော - သမတ္တ နန်းတော် ၊ ပြင်ပ က သူရဲကောင်း ရင်ပြင် မှာ စုရုံးခဲ့ ကြသည် ။,Negative
4447,"လူဆိုးဂိုဏ်း က “ အစ္စလာမ် ဘာသာ ၏ တမန်တော် ကို စော်ကား သူ များ အား ကျည်ဆံ များ ဖြင့် အပြစ်ပေး သင့်သည် ” ၊ “ သည်းခံခြင်း မပြု:သုတ်သင်မည်၊”“ သူမ ကို သတ်ဖြတ် ပါ ၊ တပ်ဖွဲ့ ဖြင့် ပစ်ခတ် ၍ သူမ အား သတ်ဖြတ် ပါ ၊ ” နှင့် “ ရှက်စရာ , ယူကေ နိုင်ငံ အပေါ် ရှက်စရာ ” ဟူသော ဆောင်ပုဒ် များ ကို ၊ ကြွေးကြော်ခဲ့ကြသည်။",Negative
4448,မစ်(စ်) ဂစ်ဘွန်(စ်) ၏ သတင်းစာ ရုပ်ပုံများ မှာ မီးရှို့ ခြင်း ခံရ ပြီး ၊ နိုင်ငံခြား သတင်းစာဆရာများ မှာ ခြိမ်းခြောက် ခံရခြင်း ၊ နှင့် ထွက်သွားရန် ဖိအားပေးခြင်း ခံရသည် ။,Negative
4449,ရာပေါင်းများစွာသော အဓိကရုဏ်း နှိမ်နှင်း ရေး ရဲများ ကို အသုံးပြုခဲ့ သော်လည်း ၄င်းတို့ မှာ ဆန္ဒပြ ခြင်း ကို မ ဖြိုခွဲ ခဲ့ ပေ ။,Negative
4450,လန်ဒန်မြို့ ရှိ တိုင်း သတင်းစာ တွင် ရေးသား နေသော အင်္ဂလိပ် အမ်ပီ တစ်ဦး ၊ ဘိုးရစ် ဂျွန်ဆင် က ၊ ဆူဒန်နိုင်ငံ ရှိ အဖြစ်အပျက် များ ကို ဆန့်ကျင်သော ဗြိတိန်နိုင်ငံ ရှိ မူဆလင် များ ကို ကြိုဆိုခဲ့ ပြီး ၄င်းတို့၏ နာကြည်းမှု များ ကို လူသိရှင်ကြား ဆန္ဒပြ ရန် မူဆလင် များ ကို ခေါ်ယူခဲ့သည် ::“ယခု ကျွန်တော်တို့ ကြား လိုသည် မှာ ဗြိတိန်နိုင်ငံ ၏ အလွန် ၊ ချင့်ချိန် နိုင် သော မူဆလင် အများစု နှင့် သက်ဆိုင်သော အသံ များ …”,Negative
4451,မည်သည့် ယဉ်ကျေးမှုဆိုင်ရာ ကြီးစိုးမှု တွင် တွေ့ရှိ သည် သို့မဟုတ် အစ္စလာမ် ကြောက်ရွံခြင်း ဖြင့် အသက်သွင်း ရန် ဟု သူတို့ ပြောဆိုခြင်း မပြု နိုင် သောကြောင့် ၊ ၄င်းတို့၏ လျှောက်လဲချက် များ ကို ကာတန် မှာ ၊ လေးစားသမှု ဖြင့် ကြားနာ လိမ့်မည် ။,Negative
4452,: “ ပိုမို အရေးကြီးသည် မှာ ၊ ဂေလီယန် ဂယ်ဘွန်(စ်) ၏ အကျဉ်းချ မှု အား ဆန့်ကျင် သည့် ဗြိတိန်နိုင်ငံသား မူဆလင် များ မှ ခိုင်မာသော ကန့်ကွက်ချက် သည် လူလိမ်လက်သစ် များ နှင့် အဆိုးမြင်ဝါဒီ များ ၏ အဆင့်အတန်း ကြီးထွားလာ မှု ကို ကွဲလွဲဆန့်ကျင် ရန် - တကယ့် ပြဿနာ သည် အစ္စလာမ် ၊ ဘာသာရေး ကိုယ်တိုင် ဟု ပြော သည့် လူများ က ကူညီ လိမ့်မည် ။ ”,Negative
4453,လစ်ဗာပူး မြို့ မှ ၊ မစ္စ ဂစ်ဆင် ၏ သား ဂျွန် က ၊ ၄င်း မိခင် ၏ အကျဉ်းထောင် စီရင်ချက် ကြောင့် ဒေါသထွက် နေသော ဗြိတိသျှ လူထုကို မူဆလင် ဆန့်ကျင်ရေး ဘက် မ လှည့်သင့် ကြောင်း တောင်းဆိုထားသည် ။,Negative
4454,: “ကျွန်တော်တို့ မှာ ဗြိတိန်၊ ဆူဒန် နှင့် ကမ္ဘာ အရပ်ရပ် ရှိ မူဆလင် များ ထံမှ ထောက်ပံ့မှု အမြောက်အမြား ကို ရှိ ခဲ့ပါသည် …”,Negative
4455,“ ဒီအရာ ကို ဒီ နိုင်ငံ အတွင်းမှာ မည်သည့် မူဆလင် ဆန့်ကျင်ရေး ခံစားမှု သို့ ဦးတည်သွား ရန် ကျွန်တော် မလိုလား ဘူး ။ ”,Negative
4456,ဘိုလ်ဒါ မြို့ ရှိ ကိုလိုရာဒို တက္ကသိုလ် မှ ဇီဝဗေဒ ပညာရှင်များ ထံသို့ ခြိမ်းခြောက်သော စာများ နှင့် အီးမေးလ် များ ကို ပေးပို့ခဲ့ သူ ငယ်ရွယ်သော ကမ္ဘာ့ ဖန်တီး ပညာရှင် သည် အခြားသူများ နှင့် ဘွဲ့ကြို ပညာရေး ၏ တာဝန်ရှိသူ တို့ အပြင် တက္ကသိုလ် အကြီးအကဲ ဂျီ.ပီ. ပီတာဆန် သို့ လည်း ခြိမ်းခြောက် စာများ ကို ပေးပို့ခဲ့ပါ သည် ။,Negative
4457,"ခြိမ်းခြောက်မှုများ ပေးပို့ခဲ့ သော အမျိုးသား ကို ယခု "" ခရစ်ယာန် ဘာသာ ကိုးကွယ် သူ "" ကဲ့သို့ မိမိကိုယ် ကိုယ် သတ်မှတ်ထား သူ နှင့် ယေရှု ခရစ်တော် ဂျူး ဘာသာ ( တစ်ခုခု နှင့် ဆက်လက်ပြီး ဆက်နွယ် ခြင်း မရှိ ) သို့ ကူးပြောင်း ထား သူ ဖြစ်သော ရှေးကျ သော အယူဝါဒ ကို လက်ခံ ယုံကြည် ထားသော ဂျူး လူမျိုး ၊ မန်းနက်ရှင် "" မီချယ် "" ကွန်း အဖြစ် ဖော်ထုတ်ခဲ့သည် ။",Negative
4458,ခြိမ်းခြောက်မှုများ ကို အခိုင်အမာဆို ခဲ့ သော ကောက်နုတ်ချက် များ အား “ ဆန့်ကျင်ဘက် ဆင့်ကဲဖြစ်စဉ် လှုပ်ရှားမှု ၏ အဆို များ ” အပေါ် အဓိကကျသော ဇီဝဗေဒဆိုင်ရာ ဘလော့ ၊ ဝက်ဝံ ၏ လက်မ အပေါ် တွင် ဖော်ပြခဲ့သည်။,Negative
4459,"အခြားသော ထုတ်ပြန်ချက်များ အကြား ၊ ကွန် သည် ကလေးသူငယ် အဓမ္မ ပြုကျင့် သူများကို ဆင့်ကဲဖြစ်စဉ် ဆိုင်ရာ ဇီဝဗေဒ ပညာရှင်များ နှင့် နှိုင်းယှဉ် ခဲ့ပြီး "" အမေရိကား အား ဆန့်ကျင် အကြမ်းဖက် သူ များ "" ဖြစ်သည့် “ ခရစ်ယာန် အဖွဲ့အစည်း ၏ ရန် သူ များ ” အား သတ်ဖြတ်ခြင်း ကို ဆွေးနွေးခဲ့သည် ။",Negative
4460,"ကောက်နုတ်ချက် များ သည် ခြိမ်းခြောက်မှုများ နှင့် "" ကိုက်ညီ မှု "" ရှိခဲ့သော်လည်း ၎င်းတို့သည် မှန်ကန်သော ကောက်နုတ်ချက် များ ဖြစ် လျှင် အတည်ပြု ရန် ငြင်းဆိုခဲ့သည် ဟု ကိုလိုရာဒို တက္ကသိုလ် မှ ပြောရေးဆိုခွင့်ရှိသူ က ပြောခဲ့သည် ။",Negative
4461,ကွန် သည် ယခင်က တက္ကသိုလ် နယ်မြေ တွင် လက်ကမ်း ကြော်ငြာ ကို ဖြန့်ဝေခဲ့ ပုံ ရှိခဲ့ပြီး ပါမောက္ခ များ ကို အနှောင့်အယှက် ပေးခဲ့ သော်လည်း လွန်ခဲ့သော ရက် အနည်းငယ် ကျော် တွင် ခြိမ်းခြောက်မှုများ မှာ ပိုမို အစွန်းရောက် လာခဲ့သည် ။,Negative
4462,သူ သေဆုံးမှု ၏ သတင်း ကို သြစတြေးလျ အခွန် ရုံး နှင့် သြစတြေးလျ မသန်မစွမ်း ကော်မတီ ၏ တိုနီး နား မှတဆင့် ဝီကီနယူး နှင့်အတူ ဖြန့်ဝေခဲ့သည် ။,Negative
4463,၁၉၃၀ ခုနှစ် ဘီအက်စ်တီ ပြီးနောက် မကြာမီ ၊ ၁၁-နှစ်-အရွယ် ကောင်လေး တစ်ယောက် သည် လီဗာပူး ၏ ခရော့တတ် ဧရိယာ ရှိ ထင်းရှူး ပင် အရက်ဆိုင် ၏ ကားပါကင်တွင် ပစ်ခတ်ခံခဲ့ရ ပြီးနောက် သေဆုံးခဲ့သည်။,Negative
4464,ဖြစ်ချိန် တွင် အရက်ဆိုင် အပြင်တွင် သောက်နေ သော ၊ မျက်မြင်သက်သေ တစ်ယောက် က ၊ ကောင်လေး သုံးယောက် ထဲမှ တစ်ယောက် သည် ကားပါကင်တွင် ဘောလုံး ကစားနေတယ် ၊ ဘီအမ်အိက်စ် စက်ဘီး တစ်စီး တွင် ၊ အမျိုးသား လို့ ထင်ရတဲ့ ၊ ဆယ်ကျော်သက် တစ်ယောက် က မီတာ ၃၀ လောက် အကွာ မှ အုပ်စု ကို သုံး ချက် ပစ်ခဲ့ သောအခါ တစ်ဦး က လည်ပင်း မှာ ဒဏ်ရာ ထိမှန်ခဲ့သည် လို့ ပြောခဲ့သည် ။,Negative
4465,အခြား ပစ်ခတ်မှုများ သည် ကောင်လေးတွေ ကို မထိပါ ၊ တစ်ခု က ကား တစ်စီးကို ထိခဲ့သည် ။,Negative
4466,လူတွေက သူ့ကို ကူညီရန် ဆိုင် ၏ အပြင် ထွက်လာ ချိန်မှာ ကောင်လေး ရဲ့ အမေကို အခင်းဖြစ်ရာနေရာ သို့ ခေါ်လာခဲ့သည် ။,Negative
4467,အနောက် မြောက် လူနာတင်ယာဉ် ဝန်ဆောင်မှု ရဲ့ ပြောခွင့်ရသူ တစ်ယောက် က : “ကျွန်တော်တို့ သေနတ်ပစ် ဒဏ်ရာ အပြင်းအထန် နှင့် ၁၁-နှစ်-အရွယ် တစ်ယောက် ကို ကူညီခဲ့ရပါတယ် ” ဟု ပြောခဲ့သည် ။,Negative
4468,သူ က ကောင်လေး ကို အယ်ဒါ ဟေး ကလေးများ ၏ ဆေးရုံ သို့ ယူဆောင်သွားတယ် ၊ ဒါပေမဲ့ နောက်ပိုင်းမှာ ရဲ က သူ သေဆုံးသွားကြောင်း အတည်ပြုတယ် လို့ ထပ်ပြောခဲ့တယ် ။,Negative
4469,အရာရှိများက ဆိုင် ၏ အနီးနားတွင်ရှိသော လမ်း တစ်ခု အပါအဝင် ၊ အခင်းဖြစ်ရာနေရာ ကို ချိတ်ပိတ်ခဲ့သည် ။,Negative
4470,လောလောဆယ် ပစ်ခတ်မှု ဖြင့် ဆက်နွှယ်ပြီး ဖမ်းဆီးမှုများ မရှိပါ။,Negative
4471,လူသတ်သမားကို ဖမ်းမိ ဖို့ ကူညီရန် ဒေသခံ အသိုင်းအဝိုင်း သို့ မေတ္တာရပ်ခံချက် တစ်စောင် တွင် ၊ မာဆေးဆိုက် ရဲတပ်ဖွဲ့ လက်ထောက် အကြီးအကဲ ကွန်စတေးဘဲ ဆိုင်မွန် ဘာနေးက:“အဲ့ အပြင်မှာ တစ်ယောက်ယောက် သည် သူ ၏လက် တွင် သေနတ် ကိုင်ထား တာ သိထား ပြီး ကျွန်ုပ် သည် ယနေ့ည တွင် ထို သေနတ်သမား ကို ဖမ်းမိ ရန် အသိုင်းအဝိုင်း ကို ရ ရန် သင်တို့ ၏ အကူအညီ ကို လိုချင်တယ် ” လို့ ပြောခဲ့သည် ။,Negative
4472,“ ယင်းသည် လုံ၀ ကြောက်ရွံ့ဖွယ် မှုခင်း တစ်ခု ၊ လုံး၀ ခံစားချက်မဲ့မှု ၊ နှင့် အဆိုပါ အသိုင်းအဝိုင်း က ဒီ မှုခင်း ကို လျင်လျင်မြန်မြန် ဖြေရှင်းရန် သဲလွန်စ ကို ကိုင်ထားသည် ။ ”,Negative
4473,သင် သည် သပ်သပ် ဝမ်းနည်းပူဆွေးစေ သော မိသားစု၏ စိတ်ဒုက္ခ ကို သာ စိတ်ကူးကြည့်နိုင်သည် ။,Negative
4474,အနီးအနား နေထိုင်သူ ၊ ဒေသ ကောင်စီဝင် ရို့စ် ဘီလေး က ၊ တိုးတတ် ဖွံဖြိုး အောင် ပြုလုပ်မှု ဖြစ်လာ ရန် သတင်းအချက်အလက်များ နှင့်အတူ လူများ အတွက် လည်း သဘောတူခဲ့ ကာ ၊ “ ၄င်းသည် ထိတ်လန့်တုန်လှုပ် ဖွယ် အခြေအနေများကို ကော့တတ် ၏ အသိုင်းအဝိုင်း မှတဆင့် ပို့ခဲ့ ပြီး ၄င်းသည် အမှန်အားဖြင့် ကြီးစွာသောအပျက်အစီး ဖြစ်ခဲ့သည် ” ဟု : ပြောကြားခဲ့သည်။,Negative
4475,သင့် သား ငယ် သည် အပြင်မှာ ဘောလုံး ကစားနေတယ် လို့ တွေး ရန် နှင့် ထို့နောက် သူ သည် အပစ်ခံရသည် ကို ပြောရန် အော်ခေါ်မှု တစ်ခု ကို ရ ရန် ၊ မိဘ တစ်ယောက် အနေနဲ့ သင် ဒါကို ဘယ်လို ကိုင်တွယ်မယ် ဆိုတာ ကျွန်ုပ် အမှန်တကယ် မသိပါဘူး။,Negative
4476,လွန်ခဲ့သော နှစ် က ရဲများ က အရက်ဆိုင် ပတ်လည် ဧရိယာ ကို “ ပုံစံချ ဧရိယာ ” တစ်ခု အဖြစ် သတ်မှတ်ခဲ့သည် ၊ ဆိုလိုတာက အရာရှိတွေ က အုပ်စုများ ခွဲထုတ် ပြီး လူများ ကို အဲဒီ ဧရိယာ မှ အဝေး ကို သွားစေခဲ့သည် ။,Negative
4477,ဖြစ်ပျက်မှု သည် ၂၀၀၇ခုနှစ် တွင် ယူနိုက်တတ်ကင်းဒမ်း နိုင်ငံ ၏ အဓိက မြို့ကြီးများ အတွင်း ၊ လူငယ်များ ၏ ရာဇဝတ်မှု - ဆက်နွယ် သည့် ၊ ကြီးထွားလာသော ပစ်ခတ်မှု စာရင်း များစွာ ထဲမှ အခြား တွင် တစ်ခု ဖြစ်သည်။,Negative
4478,အင်္ဂလန် က သူတို့၏ တုံ့ပြန်မှု ကို ကောင်းစွာအစပြုခြင်း ဖြင့် စတင်ခဲ့တယ် ၊ ဒါပေမဲ့ အစောပိုင်း တခြား အသင်း ၏ ရိုက်လှည့် တချို့ မှာ ရှုံးခဲ့ခြင်း က ရမှတ် ကို လျော့ကျစေခဲ့သည် ။,Negative
4479,အင်ဒိုနီးရှား ၁၆ ယောက် နှင့် ဩစတြေးလျ ၅ ယောက် သေဆုံးသော ဂါရုဒါ အင်ဒိုနီးရှား လေယာဉ် ၂၀၀ ၊ ဘိုအင်း ၇၃၇ ၊ တို့ သည် လေဆိပ် တွင် တိုက်မိခဲ့ သောအချိန်တွင် ၊ ယိုဂျာကာတာ နိုင်ငံတကာလေဆိပ် သည် လိုင်စင်မရှိဘဲ တရားမဝင် လုပ်ဆောင်နေသည် ဆိုတာကို ဩစတြေးလျ လေကြောင်းဘေးကင်းရေး အဖွဲ့ က တင်ပြသည် ။,Negative
4480,လေယာဉ် အလွန်အကျွံ အမြန်နှုန်း ဖြင့် ဆင်းသက် ပြီး ပြေးလမ်းအဆုံး မှာ လွဲချော်စေခဲ့ သောအခါ ဖြစ်ပွားခဲ့သော ၂၀၀၇ မတ်လက သဘာဝဘေးအန္တရာယ် ပြီးနောက် ၊ အမည်မသိ အဖွဲ့ ဖြင့် လွပ်လပ်သော စုံစမ်းစစ်ဆေးရေး ကို လုပ်ဆောင်ရန် လေကြောင်းဘေးကင်းရေး လီမိတက် က တောင်းဆိုခဲ့သည်။,Negative
4481,သူတို့ သည် ယိုဂျာကာတာ နိုင်ငံတကာ (လေဆိပ်) ကို ငါးနှစ် လိုင်စင် ခွင့်ပြုခဲ့သည် ကို တွေ့ရှိခဲ့သည် ဒါပေမယ့် အခြေအနေများစွာ မကိုက်ညီခဲ့ လျှင် ဒါကို တစ်ဆယ့်နှစ်လ အကြာတွင် ပြန်လည် ရုတ်သိမ်း ခံရမည် ဆိုတာကို လေကြောင်းဘေးကင်းရေး (အဖွဲ့) က ယခု ကြေငြာခဲ့တယ် ။,Negative
4482,ဒီ အခြေအနေတွေ က မပြောင်းမလဲဘဲ ဆက်တည်ရှိခဲ့ သောကြောင့် ၊ ဘေးအန္တရာယ် မဖြစ်မီ ခြောက်လ တွင် လိုင်စင် ကို အကျိုးရှိစွာ ပယ်ဖျက်ခဲ့သည် ၊ ဟု လေကြောင်းဘေးကင်းရေး (အဖွဲ့) က တောင်းဆိုသည် ။,Negative
4483,အစိုးရရှေ့နေ သည် အော်ဘွန်း တံတား ဆိုင်ရာ တရားရင်ဆိုင်မှု တွင် ရဲတပ်ဖွဲ့ ပိုဂတ် နှင့် ဒိုင်း(စ်) ပေါ့ဆမှု ကြောင့် ဖြစ်သော “ ရိုးရိုး ” နှင့် “ ပြင်းထန်သော ” ရုပ်ပိုင်းဆိုင်ရာ ထိခိုက်မှု အတွက် မကျေနပ်ချက်များ ကို ထုတ် မပြခဲ့ ပါဘူး ။,Negative
4484,အာရူဘာမြို့ တွင် တွေ့ရသော အောက်မေးရိုး တစ်ခု သည် ပျောက်ဆုံးနေသော အမေရိကန် အမျိုးသမီး နာတာလီး ဟိုလိုဝေး ၏ အောက်မေးရိုး မဟုတ်ပါ ၊ သူမ၏ ပျောက်ဆုံးမှု သည် သူမ အထက်တန်းကျောင်း အောင်မြင် ပြီး မကြာ သေး ခင် အချိန် က ဖြစ်ခဲ့သည်။,Negative
4485,ဒတ်ချ် သိပ္ပံပညာရှင်များ အဖွဲ့ ၏ အရိုး ပေါ်တွင် ပြည့်စုံသော စစ်ဆေးမှုများပြုလုပ် ပြီးနောက် တာဝန်ရှိသူများက သတင်း ကို အတည်ပြုခဲ့သည်။,Negative
4486,ထို အောက်မေးရိုး နှင့်အတူ အံဆုံး သွား တစ် ချောင်း လည်း ပါဝင်သော အောက်မေးရိုး ကို ဖိုးနစ်(ရှ်) ဟိုတယ် အနီးတွင် အမေရိကန် ခရီးသွား တစ်ယောက် က တွေ့ခဲ့သည် ။,Negative
4487,ဒုတိယ အရိုး တစ်ခု ကိုလည်း ဒီ လ အစောပိုင်းက အခြား ခရီးသွား တစ်ယောက် က တွေ့ခဲ့သည် ။,Negative
